"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"21247",98327,"DUPONT","WA",47.09,-122.64,3428,6798,180652132
"21248",98019,"DUVALL","WA",47.73,-121.93,4906,9481,339143896
"21249",98540,"EAST OLYMPIA","WA",46.96,-122.82,359,637,16106240
"21250",98925,"EASTON","WA",47.35,-121.27,313,529,10817593
"21251",98245,"EASTSOUND","WA",48.65,-122.81,1922,3173,57856856
"21252",98328,"EATONVILLE","WA",46.86,-122.25,4328,7993,178092670
"21253",98020,"EDMONDS","WA",47.8,-122.37,10327,17301,512109888
"21254",98026,"EDMONDS","WA",47.83,-122.32,17855,30510,861869006
"21257",99123,"ELECTRIC CITY","WA",47.87,-119.08,502,874,15777585
"21258",99009,"ELK","WA",48.01,-117.22,1617,2991,51925836
"21259",98926,"ELLENSBURG","WA",46.97,-120.47,11357,19321,362385570
"21261",98541,"ELMA","WA",47.1,-123.39,3964,7129,128794186
"21263",99330,"ELTOPIA","WA",46.5,-119.05,573,1213,16970350
"21264",99125,"ENDICOTT","WA",46.95,-117.73,287,482,6421564
"21265",98822,"ENTIAT","WA",47.79,-120.44,848,1565,27527200
"21266",98022,"ENUMCLAW","WA",47.1,-121.6,10279,18217,461809236
"21267",98823,"EPHRATA","WA",47.27,-119.59,4466,8394,153471267
"21268",98542,"ETHEL","WA",46.51,-122.68,263,467,6953518
"21269",98201,"EVERETT","WA",47.98,-122.2,12366,19653,448386792
"21270",98203,"EVERETT","WA",47.94,-122.24,16171,27475,702245390
"21271",98204,"EVERETT","WA",47.89,-122.25,17364,29113,609888360
"21272",98205,"EVERETT","WA",48,-122.1,5393,9914,268052248
"21273",98206,"EVERETT","WA",47.92,-122.22,1288,1947,49607523
"21275",98208,"EVERETT","WA",47.9,-122.18,23398,42115,1116925670
"21276",98213,"EVERETT","WA",47.97,-122.2,587,917,22219258
"21277",98247,"EVERSON","WA",48.9,-122.3,3818,7112,130500123
"21278",98276,"NOOKSACK","WA",48.92,-122.32,362,690,13438066
"21279",99011,"FAIRCHILD AIR FORCE BASE","WA",47.61,-117.65,1127,2244,34707491
"21280",99012,"FAIRFIELD","WA",47.39,-117.18,468,847,13956408
"21281",98024,"FALL CITY","WA",47.58,-121.88,2694,4965,200697477
"21284",98248,"FERNDALE","WA",48.86,-122.63,9991,18428,385249688
"21285",99013,"FORD","WA",47.91,-117.8,371,715,10934343
"21286",98331,"FORKS","WA",47.79,-124.26,2129,3851,65469815
"21288",98333,"FOX ISLAND","WA",47.24,-122.63,1772,3350,105852191
"21289",98249,"FREELAND","WA",48.01,-122.47,2497,4262,86954279
"21290",98250,"FRIDAY HARBOR","WA",48.53,-123.06,4149,6795,124347984
"21292",99130,"GARFIELD","WA",46.99,-117.16,387,668,11193524
"21294",98329,"GIG HARBOR","WA",47.37,-122.71,3795,6993,164805792
"21295",98332,"GIG HARBOR","WA",47.36,-122.6,6519,12061,368764396
"21296",98335,"GIG HARBOR","WA",47.29,-122.62,12783,23324,700877956
"21297",98336,"GLENOMA","WA",46.53,-122.14,390,704,11288748
"21298",98251,"GOLD BAR","WA",47.86,-121.66,2081,3652,81231650
"21299",98338,"GRAHAM","WA",47.01,-122.29,10660,19914,475104993
"21300",99133,"GRAND COULEE","WA",47.99,-119,718,1235,21353924
"21301",98930,"GRANDVIEW","WA",46.26,-119.9,5516,11026,161808896
"21302",98932,"GRANGER","WA",46.32,-120.15,1834,3725,46775377
"21303",98252,"GRANITE FALLS","WA",48.05,-121.74,3881,7091,174814287
"21304",98546,"GRAPEVIEW","WA",47.32,-122.94,1182,2093,36966101
"21305",98547,"GRAYLAND","WA",46.79,-124.08,573,959,11833969
"21306",99016,"GREENACRES","WA",47.63,-117.14,5655,10495,238834621
"21307",98253,"GREENBANK","WA",48.09,-122.57,912,1522,24907347
"21309",98340,"HANSVILLE","WA",47.91,-122.57,1160,2039,38896096
"21310",98933,"HARRAH","WA",46.4,-120.64,569,1112,16171943
"21311",99134,"HARRINGTON","WA",47.42,-118.4,270,483,6669967
"21314",98025,"HOBART","WA",47.43,-121.89,347,575,17510324
"21315",98548,"HOODSPORT","WA",47.42,-123.18,1074,1820,21447228
"21317",98550,"HOQUIAM","WA",47.11,-123.96,4611,8013,137902954
"21321",99138,"INCHELIUM","WA",48.2,-118.24,430,779,8969006
"21323",98342,"INDIANOLA","WA",47.75,-122.53,731,1287,30020158
"21324",99139,"IONE","WA",48.69,-117.29,521,961,15207987
"21325",98027,"ISSAQUAH","WA",47.5,-122,13620,24023,1002486654
"21326",98029,"ISSAQUAH","WA",47.55,-122,10424,19671,822364403
"21327",98075,"SAMMAMISH","WA",47.58,-122.03,8697,17972,909514436
"21330",98344,"KAPOWSIN","WA",46.98,-122.22,274,513,10909635
"21332",99336,"KENNEWICK","WA",46.21,-119.16,19431,34356,644297449
"21333",99337,"KENNEWICK","WA",46.07,-119.08,12583,23718,548298574
"21334",99338,"KENNEWICK","WA",46.16,-119.25,4785,9534,299268151
"21335",98030,"KENT","WA",47.36,-122.19,14358,25258,557497397
"21336",98031,"KENT","WA",47.4,-122.19,17097,30530,742836291
"21337",98032,"KENT","WA",47.39,-122.26,15016,24958,621075250
"21338",98035,"KENT","WA",47.38,-122.19,463,723,19982314
"21339",98042,"KENT","WA",47.36,-122.1,20421,37667,1089313387
"21340",98064,"KENT","WA",47.39,-122.23,558,905,19495699
"21341",98089,"KENT","WA",47.38,-122.23,251,368,8695310
"21343",99126,"EVANS","WA",48.72,-117.96,294,557,7388847
"21344",99141,"KETTLE FALLS","WA",48.74,-118.09,2294,4191,62743050
"21346",98345,"KEYPORT","WA",47.69,-122.62,541,946,24516570
"21347",98346,"KINGSTON","WA",47.81,-122.53,4500,8165,183983686
"21348",98033,"KIRKLAND","WA",47.67,-122.18,17542,29136,1445990954
"21349",98034,"KIRKLAND","WA",47.72,-122.2,20535,33874,1166921046
"21350",98083,"KIRKLAND","WA",47.68,-122.19,685,1029,36548453
"21351",98934,"KITTITAS","WA",46.98,-120.41,561,1018,17382428
"21352",98257,"LA CONNER","WA",48.41,-122.53,2127,3632,64153805
"21355",99143,"LACROSSE","WA",46.73,-117.87,313,560,7383884
"21357",98349,"LAKEBAY","WA",47.28,-122.77,2015,3534,70478648
"21358",98351,"LONGBRANCH","WA",47.2,-122.76,377,689,14195611
"21359",98258,"LAKE STEVENS","WA",48.04,-122.05,13453,24933,670903152
"21361",98260,"LANGLEY","WA",48.04,-122.44,2805,4698,96804580
"21365",98826,"LEAVENWORTH","WA",47.81,-120.86,3196,5523,88123621
"21367",99019,"LIBERTY LAKE","WA",47.63,-117.09,4172,7886,241015601
"21368",98555,"LILLIWAUP","WA",47.52,-123.06,255,411,3621533
"21369",99341,"LIND","WA",46.9,-118.68,372,642,9174394
"21370",98556,"LITTLEROCK","WA",46.9,-123.02,265,461,10893959
"21372",99148,"LOON LAKE","WA",48.09,-117.58,982,1752,24854029
"21373",98261,"LOPEZ ISLAND","WA",48.49,-122.87,1251,2042,25719503
"21374",98262,"LUMMI ISLAND","WA",48.69,-122.66,475,777,12325094
"21376",98264,"LYNDEN","WA",48.95,-122.43,8557,15856,306048604
"21377",98036,"LYNNWOOD","WA",47.8,-122.28,17101,29598,767194894
"21378",98037,"LYNNWOOD","WA",47.85,-122.28,12492,21505,528269806
"21379",98046,"LYNNWOOD","WA",47.83,-122.3,992,1477,33669374
"21380",98087,"LYNNWOOD","WA",47.85,-122.28,13328,22536,591179636
"21381",98557,"MCCLEARY","WA",47.03,-123.27,1424,2526,52859071
"21382",98558,"MCKENNA","WA",46.93,-122.55,806,1460,31583586
"21383",98935,"MABTON","WA",46.15,-120.09,1500,3063,38057132
"21384",98828,"MALAGA","WA",47.32,-120.19,949,1767,32294538
"21388",98829,"MALOTT","WA",48.3,-119.77,351,671,9432132
"21389",98353,"MANCHESTER","WA",47.55,-122.54,591,1023,21964115
"21391",98831,"MANSON","WA",47.97,-120.15,1299,2465,34237125
"21392",98266,"MAPLE FALLS","WA",48.95,-122.07,1557,2736,43377481
"21393",98038,"MAPLE VALLEY","WA",47.4,-121.99,13596,26284,868946579
"21394",98267,"MARBLEMOUNT","WA",48.44,-121.27,256,396,6761060
"21398",98270,"MARYSVILLE","WA",48.05,-122.14,20758,37794,901419325
"21399",98271,"MARYSVILLE","WA",48.09,-122.24,11870,21105,495540584
"21401",99021,"MEAD","WA",47.83,-117.21,4380,8208,181924193
"21402",99022,"MEDICAL LAKE","WA",47.61,-117.7,3868,7073,140863492
"21403",98039,"MEDINA","WA",47.62,-122.23,1475,2795,243228878
"21405",98040,"MERCER ISLAND","WA",47.56,-122.22,12063,21568,1215299662
"21406",99343,"MESA","WA",46.58,-119.15,966,2005,28209636
"21410",98354,"MILTON","WA",47.25,-122.31,4218,7118,177432363
"21413",98836,"MONITOR","WA",47.47,-120.41,404,775,11793839
"21414",98272,"MONROE","WA",47.87,-121.88,11441,21336,564167812
"21415",98563,"MONTESANO","WA",47.17,-123.6,3507,6399,131705236
"21416",98356,"MORTON","WA",46.57,-122.33,1055,1846,30310166
"21417",98837,"MOSES LAKE","WA",47.19,-119.3,16218,30008,567118506
"21418",98564,"MOSSYROCK","WA",46.48,-122.44,1009,1840,28429125
"21419",98043,"MOUNTLAKE TERRACE","WA",47.79,-122.3,10291,16807,397788080
"21420",98273,"MOUNT VERNON","WA",48.42,-122.42,12794,22770,434230219
"21421",98274,"MOUNT VERNON","WA",48.36,-121.98,7223,12941,283523550
"21422",98936,"MOXEE","WA",46.52,-120.2,2415,4738,89974598
"21423",98275,"MUKILTEO","WA",47.91,-122.3,10158,18276,639302423
"21424",98937,"NACHES","WA",46.78,-120.88,1933,3478,65280278
"21425",98565,"NAPAVINE","WA",46.57,-122.9,766,1402,25742575
"21426",98357,"NEAH BAY","WA",48.33,-124.63,473,877,12642512
"21428",99155,"NESPELEM","WA",48.21,-119.04,468,816,11483686
"21429",99025,"NEWMAN LAKE","WA",47.77,-117.09,2466,4605,107117924
"21430",99156,"NEWPORT","WA",48.15,-117.24,3411,6127,94522054
"21431",99026,"NINE MILE FALLS","WA",47.8,-117.62,4041,7893,172545743
"21433",98358,"NORDLAND","WA",48.05,-122.68,401,672,8736060
"21434",98045,"NORTH BEND","WA",47.44,-121.62,6689,12164,419705809
"21435",99157,"NORTHPORT","WA",48.93,-117.77,326,584,6703752
"21436",99158,"OAKESDALE","WA",47.12,-117.25,283,515,7890193
"21437",98277,"OAK HARBOR","WA",48.32,-122.63,17022,31260,548227038
"21438",98278,"OAK HARBOR","WA",48.28,-122.62,517,573,9475926
"21439",98568,"OAKVILLE","WA",46.83,-123.28,1128,1966,32040078
"21440",98569,"OCEAN SHORES","WA",46.97,-124.14,2628,4354,56546300
"21442",99159,"ODESSA","WA",47.34,-118.66,667,1157,17527000
"21443",98840,"OKANOGAN","WA",48.22,-119.45,1887,3339,53770984
"21444",98359,"OLALLA","WA",47.43,-122.57,2273,4171,94563736
"21445",98279,"OLGA","WA",48.63,-122.8,277,459,6980514
"21446",98501,"OLYMPIA","WA",46.97,-122.87,18028,31077,766984760
"21447",98502,"OLYMPIA","WA",47.1,-123.06,13836,22992,564390669
"21448",98503,"LACEY","WA",47.02,-122.79,16753,28782,566277208
"21451",98506,"OLYMPIA","WA",47.1,-122.86,8840,14357,341984560
"21452",98507,"OLYMPIA","WA",47.03,-122.87,1844,2920,67256417
"21453",98508,"OLYMPIA","WA",47.03,-122.94,966,1513,37587982
"21454",98509,"LACEY","WA",47.03,-122.8,1037,1688,39548326
"21455",98511,"TUMWATER","WA",46.95,-123.03,542,928,24976281
"21456",98512,"OLYMPIA","WA",46.94,-123.04,12679,22068,539231030
"21457",98513,"OLYMPIA","WA",46.98,-122.74,14094,25697,596758047
"21458",98516,"OLYMPIA","WA",47.11,-122.76,9390,17177,413006425
"21460",98841,"OMAK","WA",48.36,-119.27,4023,7180,108330185
"21461",98570,"ONALASKA","WA",46.6,-122.67,1696,3103,52562868
"21463",98843,"ORONDO","WA",47.72,-120.15,634,1290,19284815
"21464",98844,"OROVILLE","WA",48.87,-119.22,1813,3319,44325781
"21465",98360,"ORTING","WA",47.03,-122.1,5584,10462,262496781
"21466",99344,"OTHELLO","WA",46.8,-119.15,6089,12525,181949715
"21467",99349,"MATTAWA","WA",46.72,-119.73,2489,5573,65228397
"21468",99027,"OTIS ORCHARDS","WA",47.72,-117.17,2989,5348,111294819
"21469",98938,"OUTLOOK","WA",46.37,-120.09,747,1505,21431385
"21471",98361,"PACKWOOD","WA",46.56,-121.55,541,893,11359275
"21473",99161,"PALOUSE","WA",46.88,-117.15,685,1243,23759533
"21475",99301,"PASCO","WA",46.41,-118.9,25048,49028,902897437
"21476",99302,"PASCO","WA",46.25,-119.08,1274,2299,43528486
"21477",98846,"PATEROS","WA",48.05,-120.05,516,957,15243350
"21479",98572,"PE ELL","WA",46.57,-123.29,381,692,11090801
"21480",98847,"PESHASTIN","WA",47.51,-120.62,888,1607,24067935
"21482",98281,"POINT ROBERTS","WA",48.98,-123.05,740,1227,33543622
"21483",99347,"POMEROY","WA",46.44,-117.54,1057,1875,28014755
"21484",98362,"PORT ANGELES","WA",47.99,-123.25,11188,18956,325397056
"21485",98363,"PORT ANGELES","WA",48.02,-123.82,5356,9317,160855574
"21487",98339,"PORT HADLOCK","WA",48,-122.74,1766,3007,47058097
"21488",98365,"PORT LUDLOW","WA",47.89,-122.7,2279,3985,66365083
"21489",98366,"PORT ORCHARD","WA",47.54,-122.58,14890,26363,559415806
"21490",98367,"PORT ORCHARD","WA",47.46,-122.65,11153,20745,487210851
"21492",98368,"PORT TOWNSEND","WA",48.03,-122.81,7745,12489,191720820
"21493",98370,"POULSBO","WA",47.75,-122.61,13204,23896,569723174
"21494",99348,"PRESCOTT","WA",46.35,-118.47,476,946,15266186
"21495",98050,"PRESTON","WA",47.53,-121.92,318,561,20946579
"21496",99350,"PROSSER","WA",46.12,-119.68,5097,9838,183213844
"21497",99163,"PULLMAN","WA",46.72,-117.18,9718,15193,329628503
"21499",98371,"PUYALLUP","WA",47.19,-122.33,10455,18146,442226970
"21500",98372,"PUYALLUP","WA",47.22,-122.27,10127,17550,453043838
"21501",98373,"PUYALLUP","WA",47.14,-122.32,11299,19875,487327345
"21502",98374,"PUYALLUP","WA",47.12,-122.25,16053,29998,774870786
"21503",98375,"PUYALLUP","WA",47.1,-122.32,11029,21412,532891816
"21504",98376,"QUILCENE","WA",47.82,-122.84,905,1574,22710214
"21506",98848,"QUINCY","WA",47.17,-119.8,4255,8293,119200919
"21508",98576,"RAINIER","WA",46.87,-122.66,2183,3937,80027388
"21509",98377,"RANDLE","WA",46.47,-121.82,844,1440,23690039
"21510",98051,"RAVENSDALE","WA",47.34,-121.92,1734,3087,97853859
"21511",98577,"RAYMOND","WA",46.64,-123.63,2476,4517,75060722
"21512",99029,"REARDAN","WA",47.69,-117.86,761,1320,21206598
"21514",98053,"REDMOND","WA",47.66,-122.01,8457,16209,757211932
"21515",98073,"REDMOND","WA",47.67,-122.11,729,1140,41695149
"21516",98074,"SAMMAMISH","WA",47.62,-122.02,11254,22999,1177565183
"21517",98055,"RENTON","WA",47.46,-122.21,10774,17802,471071938
"21518",98056,"RENTON","WA",47.51,-122.18,15693,26638,800710237
"21519",98057,"RENTON","WA",47.48,-122.19,5683,8649,212721318
"21520",98058,"RENTON","WA",47.43,-122.11,20471,36288,1050478434
"21521",98059,"RENTON","WA",47.49,-122.1,15721,28941,975733391
"21522",99166,"REPUBLIC","WA",48.59,-118.7,1236,2235,32760407
"21523",99167,"RICE","WA",48.42,-118.11,260,479,5433940
"21524",99352,"RICHLAND","WA",46.32,-119.32,13245,24152,710577433
"21525",99353,"WEST RICHLAND","WA",46.31,-119.37,5844,11303,317326070
"21526",99354,"RICHLAND","WA",46.35,-119.32,9574,16864,408688042
"21527",99169,"RITZVILLE","WA",47.07,-118.47,1295,2202,33432407
"21528",98849,"RIVERSIDE","WA",48.56,-119.35,423,744,9246607
"21529",98579,"ROCHESTER","WA",46.8,-123.14,5410,9937,202874004
"21530",99030,"ROCKFORD","WA",47.48,-117.14,462,835,15821267
"21531",98850,"ROCK ISLAND","WA",47.35,-120.05,682,1295,18262517
"21536",99170,"ROSALIA","WA",47.25,-117.38,509,929,14677706
"21537",98941,"ROSLYN","WA",47.23,-121,567,909,18359156
"21538",98580,"ROY","WA",46.98,-122.47,3915,7358,168517888
"21539",99357,"ROYAL CITY","WA",46.9,-119.66,1636,3548,43468753
"21541",99171,"SAINT JOHN","WA",47.1,-117.64,472,831,11992942
"21543",98582,"SALKUM","WA",46.51,-122.63,329,591,8878687
"21545",98380,"SEABECK","WA",47.58,-122.9,2405,4452,103503343
"21546",98062,"SEAHURST","WA",47.46,-122.36,278,450,10685215
"21547",98101,"SEATTLE","WA",47.61,-122.33,6245,7771,321726983
"21548",98102,"SEATTLE","WA",47.63,-122.32,13918,16877,750670623
"21549",98103,"SEATTLE","WA",47.67,-122.34,26784,37725,1431019302
"21550",98104,"SEATTLE","WA",47.6,-122.32,5677,7625,235712586
"21551",98105,"SEATTLE","WA",47.66,-122.29,15797,22817,876953994
"21552",98106,"SEATTLE","WA",47.54,-122.35,11194,17861,439828214
"21553",98107,"SEATTLE","WA",47.66,-122.38,13022,17933,649698649
"21554",98108,"SEATTLE","WA",47.54,-122.31,10703,17606,377780542
"21555",98109,"SEATTLE","WA",47.63,-122.34,12890,16733,764914086
"21556",98110,"BAINBRIDGE ISLAND","WA",47.64,-122.53,11218,20524,709498716
"21557",98111,"SEATTLE","WA",47.61,-122.33,1043,1352,40179660
"21558",98112,"SEATTLE","WA",47.63,-122.29,11590,17540,1000364733
"21561",98115,"SEATTLE","WA",47.68,-122.28,24626,39262,1466114572
"21562",98116,"SEATTLE","WA",47.57,-122.4,12744,19561,741564750
"21563",98117,"SEATTLE","WA",47.68,-122.38,16764,27190,952519606
"21564",98118,"SEATTLE","WA",47.54,-122.27,21254,35182,819843326
"21565",98119,"SEATTLE","WA",47.63,-122.37,11638,16067,711196013
"21566",98121,"SEATTLE","WA",47.61,-122.34,7197,8766,519686736
"21567",98122,"SEATTLE","WA",47.61,-122.3,17167,22658,849352359
"21568",98124,"SEATTLE","WA",47.57,-122.33,618,1018,77754022
"21569",98125,"SEATTLE","WA",47.71,-122.3,18799,28991,796969902
"21570",98126,"SEATTLE","WA",47.55,-122.37,9995,15597,506305164
"21571",98127,"SEATTLE","WA",47.61,-122.33,551,743,23072436
"21575",98133,"SEATTLE","WA",47.73,-122.34,22387,34567,872387952
"21576",98134,"SEATTLE","WA",47.57,-122.33,510,639,24144410
"21577",98136,"SEATTLE","WA",47.53,-122.39,8180,12841,475127559
"21578",98138,"SEATTLE","WA",47.47,-122.26,351,525,17253735
"21581",98144,"SEATTLE","WA",47.58,-122.3,13520,20806,688231505
"21582",98145,"SEATTLE","WA",47.65,-122.31,557,693,21035625
"21583",98146,"SEATTLE","WA",47.49,-122.36,12540,21285,497466701
"21584",98148,"SEATTLE","WA",47.44,-122.31,4695,7657,167465756
"21586",98155,"SEATTLE","WA",47.75,-122.29,16970,28326,801666310
"21591",98165,"SEATTLE","WA",47.61,-122.33,471,723,20922463
"21592",98166,"SEATTLE","WA",47.44,-122.35,10388,17814,528027331
"21593",98168,"SEATTLE","WA",47.48,-122.29,16192,27301,549080054
"21597",98177,"SEATTLE","WA",47.73,-122.37,10329,17778,621883188
"21598",98178,"SEATTLE","WA",47.49,-122.25,11449,18999,430127115
"21601",98188,"SEATTLE","WA",47.44,-122.28,11710,19239,389273393
"21607",98198,"SEATTLE","WA",47.38,-122.31,16829,28071,649297324
"21608",98199,"SEATTLE","WA",47.65,-122.4,10621,17099,734998524
"21609",98284,"SEDRO WOOLLEY","WA",48.59,-122.13,10562,18797,375945979
"21611",98942,"SELAH","WA",46.76,-120.68,7531,14027,298248231
"21612",98382,"SEQUIM","WA",48.06,-123.06,13312,22435,292961559
"21614",98584,"SHELTON","WA",47.23,-123.2,14882,26249,466631462
"21615",98287,"SILVANA","WA",48.19,-122.25,256,418,10076858
"21616",98585,"SILVER CREEK","WA",46.55,-122.46,311,561,8499284
"21617",98315,"SILVERDALE","WA",47.72,-122.71,1913,3705,64357601
"21618",98383,"SILVERDALE","WA",47.67,-122.72,10425,18398,441417990
"21620",98290,"SNOHOMISH","WA",47.94,-122,14427,26061,730683166
"21621",98291,"SNOHOMISH","WA",47.92,-122.09,1017,1738,51786744
"21622",98296,"SNOHOMISH","WA",47.85,-122.09,11048,21459,736882094
"21623",98065,"SNOQUALMIE","WA",47.53,-121.8,5184,10415,442377417
"21625",98851,"SOAP LAKE","WA",47.41,-119.43,1574,2789,38033240
"21626",98586,"SOUTH BEND","WA",46.56,-123.88,929,1730,24773724
"21627",98943,"SOUTH CLE ELUM","WA",47.18,-120.97,449,794,14858229
"21628",98384,"SOUTH COLBY","WA",47.52,-122.53,494,883,21702118
"21629",98385,"SOUTH PRAIRIE","WA",47.13,-122.08,552,1034,25056956
"21631",98387,"SPANAWAY","WA",47.05,-122.36,18989,35229,751621960
"21632",99031,"SPANGLE","WA",47.44,-117.35,579,1065,21592902
"21633",99201,"SPOKANE","WA",47.66,-117.43,5276,7482,128209556
"21634",99202,"SPOKANE","WA",47.65,-117.37,7320,11755,190255576
"21635",99203,"SPOKANE","WA",47.62,-117.4,10367,17768,497330670
"21636",99204,"SPOKANE","WA",47.64,-117.43,3274,4689,96732914
"21637",99205,"SPOKANE","WA",47.69,-117.45,19880,32785,587544117
"21638",99206,"SPOKANE","WA",47.63,-117.25,15924,27742,554776526
"21639",99207,"SPOKANE","WA",47.69,-117.38,13231,21588,316105508
"21640",99208,"SPOKANE","WA",47.78,-117.45,21848,39208,847266814
"21641",99209,"SPOKANE","WA",47.69,-117.44,792,1266,23881707
"21642",99210,"SPOKANE","WA",47.65,-117.42,552,819,18445705
"21644",99212,"SPOKANE","WA",47.65,-117.31,9164,15459,300687144
"21646",99214,"SPOKANE","WA",47.71,-117.2,743,1171,22788660
"21648",99216,"SPOKANE","WA",47.69,-117.19,10664,18131,322010130
"21649",99217,"SPOKANE","WA",47.74,-117.25,7695,13345,258977782
"21650",99218,"SPOKANE","WA",47.75,-117.43,5973,10594,210817301
"21652",99220,"SPOKANE","WA",47.64,-117.41,361,555,8436275
"21653",99223,"SPOKANE","WA",47.59,-117.35,14096,24703,658920479
"21654",99224,"SPOKANE","WA",47.63,-117.55,7845,13713,347794565
"21655",99228,"SPOKANE","WA",47.79,-117.38,798,1312,26007119
"21663",99032,"SPRAGUE","WA",47.25,-118.04,326,557,8592277
"21664",99173,"SPRINGDALE","WA",48.02,-117.85,582,1085,13522164
"21665",98282,"CAMANO ISLAND","WA",48.16,-122.49,7247,12962,270405064
"21666",98292,"STANWOOD","WA",48.21,-122.28,10208,18408,454206224
"21672",98294,"SULTAN","WA",47.85,-121.74,3005,5432,122043959
"21673",98295,"SUMAS","WA",48.94,-122.23,1160,2062,37454810
"21675",98390,"SUMNER","WA",47.17,-122.18,5920,10101,235353657
"21676",98391,"BONNEY LAKE","WA",47.18,-122.16,19473,36407,1068088470
"21677",98944,"SUNNYSIDE","WA",46.44,-119.91,7751,15433,207258145
"21678",98392,"SUQUAMISH","WA",47.72,-122.56,1475,2482,53414465
"21679",98388,"STEILACOOM","WA",47.21,-122.68,3125,5407,137695426
"21682",98401,"TACOMA","WA",47.25,-122.44,580,851,30970232
"21683",98402,"TACOMA","WA",47.26,-122.44,2420,3129,86335300
"21684",98403,"TACOMA","WA",47.26,-122.45,3810,5759,181512508
"21685",98404,"TACOMA","WA",47.2,-122.4,13479,23625,400248607
"21686",98405,"TACOMA","WA",47.24,-122.47,9844,15592,307467522
"21687",98406,"TACOMA","WA",47.26,-122.51,10552,17048,457730987
"21688",98407,"TACOMA","WA",47.29,-122.5,9838,16446,467605629
"21689",98408,"TACOMA","WA",47.19,-122.44,9111,15122,292032158
"21690",98409,"TACOMA","WA",47.21,-122.47,10407,17561,317807724
"21691",98411,"TACOMA","WA",47.22,-122.47,779,1240,32787285
"21696",98417,"TACOMA","WA",47.24,-122.43,450,695,17490176
"21697",98418,"TACOMA","WA",47.22,-122.44,4654,7646,151609135
"21698",98419,"TACOMA","WA",47.19,-122.43,333,527,9921629
"21700",98422,"TACOMA","WA",47.28,-122.38,9316,17021,532501115
"21701",98424,"TACOMA","WA",47.23,-122.36,4727,8155,203904691
"21704",98433,"TACOMA","WA",47.05,-122.59,7267,13450,195598857
"21705",98438,"MCCHORD AFB","WA",47.25,-122.44,594,748,14195074
"21706",98439,"LAKEWOOD","WA",47.12,-122.5,1511,3171,39906039
"21707",98443,"TACOMA","WA",47.2,-122.37,2681,4614,116734565
"21708",98444,"TACOMA","WA",47.15,-122.44,14032,24124,402799024
"21709",98445,"TACOMA","WA",47.13,-122.4,13157,23358,475222826
"21710",98446,"TACOMA","WA",47.13,-122.37,4715,8283,196077627
"21712",98448,"TACOMA","WA",47.25,-122.44,604,954,19009476
"21713",98464,"TACOMA","WA",47.22,-122.53,644,1034,27073612
"21714",98465,"TACOMA","WA",47.24,-122.53,3129,4986,113314401
"21715",98466,"TACOMA","WA",47.22,-122.54,12897,22026,514670442
"21716",98467,"UNIVERSITY PLACE","WA",47.2,-122.54,6998,12487,314622519
"21721",98496,"LAKEWOOD","WA",47.17,-122.51,929,1443,33975324
"21723",98498,"LAKEWOOD","WA",47.15,-122.56,12743,21759,461617302
"21724",98499,"LAKEWOOD","WA",47.16,-122.5,12618,21500,371373318
"21725",98587,"TAHOLAH","WA",47.31,-124.22,344,601,8161363
"21726",98588,"TAHUYA","WA",47.44,-123.02,660,1161,19958918
"21727",99033,"TEKOA","WA",47.24,-117.11,391,704,9734042
"21728",98589,"TENINO","WA",46.84,-122.85,3459,6175,133420230
"21729",98946,"THORP","WA",47.08,-120.71,256,452,7818881
"21730",98947,"TIETON","WA",46.71,-120.76,1081,2111,32403858
"21732",98591,"TOLEDO","WA",46.45,-122.76,1834,3330,57265888
"21733",98855,"TONASKET","WA",48.68,-119.3,2361,4299,55454229
"21734",98948,"TOPPENISH","WA",46.28,-120.25,4949,9422,121897135
"21735",99360,"TOUCHET","WA",46.12,-118.64,593,1149,20814347
"21736",98393,"TRACYTON","WA",47.62,-122.65,547,916,19493003
"21737",98856,"TWISP","WA",48.32,-119.93,1192,1952,27330844
"21738",98592,"UNION","WA",47.33,-123.06,912,1587,27195549
"21740",99180,"USK","WA",48.3,-117.36,478,827,11700660
"21741",98593,"VADER","WA",46.41,-122.99,483,861,12752346
"21742",99181,"VALLEY","WA",48.14,-117.76,757,1386,17126329
"21744",99036,"VALLEYFORD","WA",47.53,-117.26,694,1321,35704895
"21745",98013,"BURTON","WA",47.38,-122.45,251,396,7928984
"21746",98070,"VASHON","WA",47.42,-122.45,5161,8856,226997398
"21747",98394,"VAUGHN","WA",47.31,-122.77,947,1739,35853132
"21748",99037,"VERADALE","WA",47.62,-117.18,6549,11858,267305464
"21749",99361,"WAITSBURG","WA",46.22,-118.15,814,1495,26269109
"21751",99362,"WALLA WALLA","WA",46.11,-118.3,17114,30329,572612465
"21753",98951,"WAPATO","WA",46.45,-120.51,4733,9224,120870124
"21754",98857,"WARDEN","WA",47.01,-119.12,1632,3207,47604484
"21756",98858,"WATERVILLE","WA",47.69,-119.88,701,1287,21815762
"21758",98395,"WAUNA","WA",47.36,-122.69,718,1257,30440043
"21760",99040,"WELLPINIT","WA",47.89,-117.99,437,784,11737722
"21761",98801,"WENATCHEE","WA",47.37,-120.35,16933,30299,591650123
"21762",98802,"EAST WENATCHEE","WA",47.49,-120.19,12290,22456,426771660
"21763",98807,"WENATCHEE","WA",47.37,-120.29,1949,3448,90308812
