"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"664",1902,"LYNN","MA",42.47,-70.96,18627,30268,565476884
"665",1903,"LYNN","MA",42.47,-70.96,531,851,13606118
"666",1904,"LYNN","MA",42.47,-70.96,9483,15967,410272489
"667",1905,"LYNN","MA",42.47,-70.96,10956,18244,354099148
"668",1906,"SAUGUS","MA",42.46,-71.01,14041,23413,620455165
"669",1907,"SWAMPSCOTT","MA",42.46,-70.89,7121,12470,515417527
"670",1908,"NAHANT","MA",42.42,-70.92,1899,3119,117963798
"672",1940,"LYNNFIELD","MA",42.53,-71.04,6071,10993,435804121
"673",1526,"MANCHAUG","MA",42.12,-71.76,301,475,9841092
"674",1944,"MANCHESTER","MA",42.56,-70.76,2653,4620,310949772
"675",2345,"MANOMET","MA",41.92,-70.56,800,1276,29463598
"676",2048,"MANSFIELD","MA",42.02,-71.21,10991,20294,759154956
"677",1945,"MARBLEHEAD","MA",42.5,-70.85,10228,18127,840108977
"678",1752,"MARLBOROUGH","MA",42.34,-71.54,18751,31660,964186782
"679",2050,"MARSHFIELD","MA",42.09,-70.7,10824,19432,661846583
"680",2065,"OCEAN BLUFF","MA",42.1,-70.71,253,388,9161055
"681",2051,"MARSHFIELD HILLS","MA",42.15,-70.73,366,661,23010585
"682",2648,"MARSTONS MILLS","MA",41.67,-70.4,3872,6749,162943045
"683",2649,"MASHPEE","MA",41.65,-70.48,7393,12354,271657904
"684",1754,"MAYNARD","MA",42.42,-71.45,5205,8873,279411027
"685",2052,"MEDFIELD","MA",42.18,-71.3,5769,11150,619598333
"686",2053,"MEDWAY","MA",42.13,-71.4,6104,11358,420760791
"687",1756,"MENDON","MA",42.1,-71.55,2753,5234,188037787
"688",1860,"MERRIMAC","MA",42.83,-71,3147,5611,163224398
"690",2346,"MIDDLEBORO","MA",41.86,-70.9,11213,19462,484482940
"693",1949,"MIDDLETON","MA",42.6,-71.01,3864,6965,254574362
"694",1757,"MILFORD","MA",42.14,-71.51,13109,22801,656271057
"695",1527,"MILLBURY","MA",42.19,-71.76,6762,11467,305403499
"696",1984,"WENHAM","MA",42.6,-70.88,1876,3350,194528459
"697",2668,"WEST BARNSTABLE","MA",41.7,-70.37,1687,2937,77683379
"699",1581,"WESTBOROUGH","MA",42.26,-71.61,9083,16691,693485763
"702",1583,"WEST BOYLSTON","MA",42.36,-71.78,3436,5947,167563662
"703",2379,"WEST BRIDGEWATER","MA",42.01,-71,3484,6030,171202529
"704",1585,"WEST BROOKFIELD","MA",42.23,-72.14,2050,3585,86993358
"705",2669,"WEST CHATHAM","MA",41.68,-69.99,453,706,13356462
"706",2670,"WEST DENNIS","MA",41.66,-70.16,882,1294,20668944
"707",2574,"WEST FALMOUTH","MA",41.6,-70.64,625,1002,20285629
"708",1886,"WESTFORD","MA",42.58,-71.43,10483,20376,903344951
"710",2671,"WEST HARWICH","MA",41.67,-70.11,631,971,15886662
"711",2672,"WEST HYANNISPORT","MA",41.66,-70.33,350,548,13494226
"713",1473,"WESTMINSTER","MA",42.55,-71.9,3725,6741,186970799
"714",1985,"WEST NEWBURY","MA",42.8,-71,2066,3927,162385929
"715",2575,"WEST TISBURY","MA",41.38,-70.67,1016,1631,33339001
"716",1568,"UPTON","MA",42.17,-71.61,3397,6440,252289215
"717",2576,"WEST WAREHAM","MA",41.78,-70.75,2051,3479,78599337
"718",2090,"WESTWOOD","MA",42.21,-71.21,7025,13095,668334964
"720",1588,"WHITINSVILLE","MA",42.11,-71.67,4481,7937,211143983
"721",2382,"WHITMAN","MA",42.08,-70.93,7186,12411,329234328
"722",1887,"WILMINGTON","MA",42.55,-71.16,11156,20129,650187308
"723",1475,"WINCHENDON","MA",42.68,-72.04,4429,7879,171815411
"725",1890,"WINCHESTER","MA",42.45,-71.14,10388,19213,1111445187
"726",1801,"WOBURN","MA",42.48,-71.15,20667,33608,978759571
"733",1602,"WORCESTER","MA",42.26,-71.8,10972,18196,445928427
"734",1603,"WORCESTER","MA",42.26,-71.8,8883,14610,289747671
"735",1604,"WORCESTER","MA",42.26,-71.8,16668,26294,593553007
"736",1605,"WORCESTER","MA",42.26,-71.8,11163,18175,376578350
"737",1606,"WORCESTER","MA",42.26,-71.8,10145,16439,425117263
"738",1607,"WORCESTER","MA",42.26,-71.8,3827,6146,126734994
"739",1608,"WORCESTER","MA",42.26,-71.8,1601,2396,40674871
"740",1609,"WORCESTER","MA",42.26,-71.8,7490,11815,326051307
"741",1610,"WORCESTER","MA",42.26,-71.8,7853,12571,189128798
"742",1611,"CHERRY VALLEY","MA",42.23,-71.87,1047,1777,40897361
"743",1612,"PAXTON","MA",42.31,-71.93,2132,3934,118020759
"744",1613,"WORCESTER","MA",42.26,-71.8,709,1083,22023587
"750",2093,"WRENTHAM","MA",42.06,-71.33,5183,9499,365975278
"751",2675,"YARMOUTH PORT","MA",41.7,-70.22,3653,5862,122435703
"752",2364,"KINGSTON","MA",41.99,-70.71,5918,10556,316836000
"753",2347,"LAKEVILLE","MA",41.85,-70.95,5080,9319,279793730
"754",4406,"ABBOT","ME",45.18,-69.45,314,563,7932511
"755",4001,"ACTON","ME",43.53,-70.91,1090,1934,35436412
"756",4606,"ADDISON","ME",45.08,-67.46,517,907,9810043
"757",4910,"ALBION","ME",44.53,-69.44,934,1695,30070739
"758",4002,"ALFRED","ME",43.47,-70.71,3418,6087,125135783
"759",4535,"ALNA","ME",44.1,-69.6,377,660,11489800
"760",4216,"ANDOVER","ME",44.63,-70.75,325,560,7981807
"761",4911,"ANSON","ME",44.79,-69.88,875,1529,22383467
"762",4732,"ASHLAND","ME",46.63,-68.4,789,1375,21465911
"763",4912,"ATHENS","ME",44.92,-69.67,399,749,10332030
"764",4210,"AUBURN","ME",44.08,-70.24,10214,17123,356175520
"765",4211,"AUBURN","ME",44.08,-70.24,312,514,11483729
"766",4212,"AUBURN","ME",44.08,-70.24,333,517,8938427
"767",4330,"AUGUSTA","ME",44.33,-69.72,11840,19658,369684475
"768",4332,"AUGUSTA","ME",44.33,-69.72,458,714,13334620
"774",4401,"BANGOR","ME",44.83,-68.78,19545,32132,690255994
"775",4402,"BANGOR","ME",44.83,-68.78,940,1432,30317976
"776",4609,"BAR HARBOR","ME",44.38,-68.21,2415,3867,78456708
"777",4004,"BAR MILLS","ME",43.61,-70.54,295,503,10333767
"779",4653,"BASS HARBOR","ME",44.15,-68.43,288,473,7116735
"780",4530,"BATH","ME",43.93,-69.83,5545,9208,182046202
"782",4915,"BELFAST","ME",44.42,-69.02,4195,6997,111547103
"783",4917,"BELGRADE","ME",44.44,-69.83,1461,2621,56737602
"787",3901,"BERWICK","ME",43.26,-70.86,3425,6250,137620043
"788",4217,"BETHEL","ME",44.4,-70.79,1595,2781,45001237
"790",4005,"BIDDEFORD","ME",43.46,-70.44,10567,17466,346795892
"793",4920,"BINGHAM","ME",45.05,-69.87,705,1204,14763726
"795",4734,"BLAINE","ME",46.5,-67.86,296,553,7121251
"796",4614,"BLUE HILL","ME",44.41,-68.58,1435,2393,42313337
"798",4537,"BOOTHBAY","ME",43.87,-69.63,1090,1894,28187721
"800",4538,"BOOTHBAY HARBOR","ME",43.85,-69.62,1119,1709,25193744
"802",4008,"BOWDOINHAM","ME",44.01,-69.89,1503,2627,54773431
"803",4410,"BRADFORD","ME",45.06,-68.93,509,932,14678191
"804",4411,"BRADLEY","ME",44.92,-68.62,720,1240,21945876
"805",4412,"BREWER","ME",44.77,-68.73,4849,8103,168858912
"806",4735,"BRIDGEWATER","ME",46.42,-67.84,259,463,4632537
"807",4009,"BRIDGTON","ME",44.06,-70.72,2130,3643,63033114
"808",4539,"BRISTOL","ME",43.95,-69.5,525,909,13929514
"809",4616,"BROOKLIN","ME",44.26,-68.56,433,717,9018283
"810",4921,"BROOKS","ME",44.55,-69.12,700,1240,18603557
"811",4617,"BROOKSVILLE","ME",44.34,-68.68,411,698,8886610
"814",4010,"BROWNFIELD","ME",43.93,-70.9,661,1171,17412468
"815",4414,"BROWNVILLE","ME",45.3,-69.03,485,875,11818658
"817",4011,"BRUNSWICK","ME",43.91,-69.96,9902,16573,358823972
"818",4219,"BRYANT POND","ME",44.37,-70.64,634,1131,17460466
"819",4220,"BUCKFIELD","ME",44.28,-70.36,1400,2457,43905680
"820",4416,"BUCKSPORT","ME",44.6,-68.79,2655,4629,80351056
"822",4922,"BURNHAM","ME",44.69,-69.42,482,849,13010081
"823",4619,"CALAIS","ME",45.13,-67.2,1638,2726,48326554
"825",4843,"CAMDEN","ME",44.2,-69.06,2598,4295,83720877
"826",4847,"HOPE","ME",44.26,-69.15,700,1253,22500240
"827",4924,"CANAAN","ME",44.76,-69.56,937,1708,28596216
"828",4221,"CANTON","ME",44.44,-70.31,397,686,11465440
"829",3902,"CAPE NEDDICK","ME",43.17,-70.61,1216,2032,52127169
"831",4418,"GREENBUSH","ME",45.08,-68.59,697,1257,20240405
"832",4736,"CARIBOU","ME",46.86,-67.99,4498,7868,135591987
"833",4419,"CARMEL","ME",44.79,-69.05,1269,2343,43979594
"834",4015,"CASCO","ME",44,-70.52,1508,2620,51686158
"836",4421,"CASTINE","ME",44.38,-68.8,395,647,11549176
"839",4422,"CHARLESTON","ME",45.08,-69.04,490,928,15345590
"841",4622,"CHERRYFIELD","ME",44.6,-67.92,567,956,12582447
"844",4927,"CLINTON","ME",44.63,-69.5,1531,2755,46796039
"845",4623,"COLUMBIA FALLS","ME",44.65,-67.72,450,788,10859917
"848",4928,"CORINNA","ME",44.92,-69.26,910,1648,26420653
"849",4020,"CORNISH","ME",43.8,-70.8,691,1211,22479231
"852",4021,"CUMBERLAND CENTER","ME",43.8,-70.25,3022,5630,181519979
"853",4563,"CUSHING","ME",44.01,-69.24,646,1132,14872971
"855",4543,"DAMARISCOTTA","ME",44.03,-69.51,1234,1996,28687557
"856",4424,"DANFORTH","ME",45.66,-67.86,328,584,6897326
"859",4627,"DEER ISLE","ME",44.22,-68.67,756,1267,13571599
"860",4022,"DENMARK","ME",43.97,-70.8,512,913,16568392
"861",4628,"DENNYSVILLE","ME",44.9,-67.22,261,472,6159976
"862",4929,"DETROIT","ME",44.79,-69.29,385,687,10304478
"863",4930,"DEXTER","ME",45.01,-69.29,1778,3161,44036280
"864",4224,"DIXFIELD","ME",44.53,-70.45,1268,2314,41066542
"865",4932,"DIXMONT","ME",44.68,-69.16,556,994,19170243
"866",4426,"DOVER FOXCROFT","ME",45.21,-69.18,2043,3592,62059698
"867",4481,"SEBEC","ME",45.27,-69.11,267,475,5812112
"868",4342,"DRESDEN","ME",44.1,-69.72,796,1392,26918986
"870",4739,"EAGLE LAKE","ME",47.04,-68.59,439,737,11054467
"872",4024,"EAST BALDWIN","ME",43.88,-70.69,293,522,8523841
"873",4544,"EAST BOOTHBAY","ME",43.82,-69.59,426,702,10978278
"874",4427,"CORINTH","ME",44.98,-69.01,1242,2287,38246116
"876",4428,"EDDINGTON","ME",44.82,-68.69,1426,2514,47557054
"877",4429,"HOLDEN","ME",44.75,-68.67,2427,4302,104362764
"878",4027,"LEBANON","ME",43.39,-70.85,2651,4853,96901262
"880",4630,"EAST MACHIAS","ME",44.73,-67.39,715,1265,18677898
"881",4430,"EAST MILLINOCKET","ME",45.62,-68.57,771,1351,21839397
"883",4740,"EASTON","ME",46.64,-67.91,582,1028,18479407
"887",4631,"EASTPORT","ME",44.91,-67.01,602,991,12686897
"888",4029,"SEBAGO","ME",43.89,-70.64,815,1421,27836773
"891",4030,"EAST WATERBORO","ME",43.6,-70.69,976,1767,37707501
"894",3903,"ELIOT","ME",43.15,-70.8,3268,5703,144858467
"895",4605,"ELLSWORTH","ME",44.58,-68.49,6376,10831,199517606
"896",4434,"ETNA","ME",44.82,-69.11,549,1001,16422568
"898",4435,"EXETER","ME",44.97,-69.14,431,808,13260416
"899",4937,"FAIRFIELD","ME",44.59,-69.6,3020,5223,100363738
"900",4938,"FARMINGTON","ME",44.66,-70.14,3331,5726,102075114
"902",4742,"FORT FAIRFIELD","ME",46.76,-67.83,1557,2739,43943995
"905",4743,"FORT KENT","ME",47.26,-68.57,2055,3621,60544316
"907",4438,"FRANKFORT","ME",44.6,-68.87,497,913,13617671
"908",4634,"FRANKLIN","ME",44.58,-68.23,842,1427,22553966
"909",4941,"FREEDOM","ME",44.53,-69.29,735,1303,20049478
"910",4032,"FREEPORT","ME",43.85,-70.1,3691,6497,167402860
"913",4547,"FRIENDSHIP","ME",43.98,-69.33,541,940,9582395
"914",4037,"FRYEBURG","ME",44.01,-70.97,1763,2994,46929205
"915",4344,"FARMINGDALE","ME",44.25,-69.78,1377,2379,41695168
"916",4345,"GARDINER","ME",44.19,-69.78,5468,9500,184977399
"917",4346,"RANDOLPH","ME",44.23,-69.75,835,1405,23470179
"918",4939,"GARLAND","ME",45.03,-69.16,475,847,11337371
"919",4548,"GEORGETOWN","ME",43.8,-69.74,521,896,16086970
"920",4038,"GORHAM","ME",43.68,-70.44,7460,13280,324866800
"921",4607,"GOULDSBORO","ME",44.47,-68.03,542,964,12270111
"923",4039,"GRAY","ME",43.88,-70.33,3855,6622,153598220
"924",4236,"GREENE","ME",44.18,-70.14,2038,3669,78392180
"925",4441,"GREENVILLE","ME",45.46,-69.59,778,1328,18068232
"928",4443,"GUILFORD","ME",45.16,-69.38,1042,1899,27177881
"929",4347,"HALLOWELL","ME",44.29,-69.81,1346,2107,43647036
"930",4444,"HAMPDEN","ME",44.74,-68.83,4272,7780,200547557
"931",4640,"HANCOCK","ME",44.52,-68.25,1106,1902,31489030
"933",4942,"HARMONY","ME",44.97,-69.54,422,791,10008361
"934",4643,"HARRINGTON","ME",44.61,-67.81,463,839,8290549
"935",4040,"HARRISON","ME",44.11,-70.67,1361,2409,40447575
"936",4943,"HARTLAND","ME",44.88,-69.45,808,1461,23174197
"937",4238,"HEBRON","ME",44.19,-70.4,591,1090,21829588
"939",4041,"HIRAM","ME",43.87,-70.8,599,1069,18244504
"940",4042,"HOLLIS CENTER","ME",43.59,-70.6,2027,3657,83631817
"941",4730,"HOULTON","ME",46.11,-67.83,4327,7648,123366217
"942",4761,"NEW LIMERICK","ME",46.1,-67.96,267,457,6695992
"943",4448,"HOWLAND","ME",45.25,-68.66,572,1044,16398930
"944",4449,"HUDSON","ME",45,-68.88,676,1200,21305487
"946",4747,"ISLAND FALLS","ME",46,-68.27,515,934,12963513
"947",4848,"ISLESBORO","ME",44.3,-68.9,314,514,6196101
"949",4945,"JACKMAN","ME",45.62,-70.25,559,981,16508758
"950",4239,"JAY","ME",44.5,-70.21,2122,3759,69849191
"952",4348,"JEFFERSON","ME",44.2,-69.45,1300,2279,38739780
"953",4648,"JONESBORO","ME",44.66,-67.57,281,499,6626537
"954",4649,"JONESPORT","ME",44.53,-67.59,557,1012,8913539
"955",4450,"KENDUSKEAG","ME",44.91,-68.93,589,1042,19287058
"956",4043,"KENNEBUNK","ME",43.38,-70.54,5507,9435,227138385
"958",4046,"KENNEBUNKPORT","ME",43.35,-70.46,3783,6397,148168549
"959",4349,"KENTS HILL","ME",44.43,-70.07,618,1108,21331668
"960",4047,"PARSONSFIELD","ME",43.72,-70.92,910,1573,25119877
"961",4947,"KINGFIELD","ME",44.95,-70.15,861,1429,26656502
"963",3904,"KITTERY","ME",43.09,-70.73,3934,6326,139465378
"964",3905,"KITTERY POINT","ME",43.08,-70.69,1045,1725,43248076
"965",4453,"LAGRANGE","ME",45.16,-68.84,286,542,8235001
"966",4455,"LEE","ME",45.36,-68.28,375,704,10667111
"967",4263,"LEEDS","ME",44.3,-70.12,1002,1835,34344835
"968",4456,"LEVANT","ME",44.86,-68.93,1279,2357,44900597
"969",4240,"LEWISTON","ME",44.08,-70.17,14645,24211,437369126
"970",4241,"LEWISTON","ME",44.08,-70.17,286,462,8850090
"971",4243,"LEWISTON","ME",44.08,-70.17,463,724,10758825
"972",4949,"LIBERTY","ME",44.38,-69.3,450,824,11317144
"973",4048,"LIMERICK","ME",43.68,-70.79,1325,2364,45368101
"974",4750,"LIMESTONE","ME",46.91,-67.83,967,1634,24282729
"976",4049,"LIMINGTON","ME",43.73,-70.71,1616,2908,59339065
"977",4457,"LINCOLN","ME",45.36,-68.5,2526,4656,79756738
"978",4849,"LINCOLNVILLE","ME",44.28,-69,1709,2902,47036622
"980",4222,"DURHAM","ME",43.92,-70.12,1879,3415,83557607
"981",4250,"LISBON","ME",44.01,-70.12,2016,3509,66003747
"982",4252,"LISBON FALLS","ME",44,-70.05,2346,4079,79581150
"983",4350,"LITCHFIELD","ME",44.13,-69.96,1677,2964,56698317
"985",4253,"LIVERMORE","ME",44.33,-70.24,983,1754,33162661
"986",4254,"LIVERMORE FALLS","ME",44.47,-70.18,1291,2249,33489875
"987",4255,"GREENWOOD","ME",44.4,-70.7,338,574,9731932
"989",4051,"LOVELL","ME",44.12,-70.89,472,854,12154176
"990",4652,"LUBEC","ME",44.79,-67.11,768,1284,15005449
"991",4654,"MACHIAS","ME",44.7,-67.47,1418,2410,37285819
"993",4655,"MACHIASPORT","ME",44.69,-67.39,412,732,7930900
"994",4756,"MADAWASKA","ME",47.34,-68.33,1775,3053,51183644
"995",4950,"MADISON","ME",44.79,-69.88,1845,3268,56725306
"996",4351,"MANCHESTER","ME",44.32,-69.86,1364,2445,62981448
"997",4757,"MAPLETON","ME",46.68,-68.16,1222,2246,40729631
"998",4758,"MARS HILL","ME",46.51,-67.86,722,1323,19830654
"1000",4459,"MATTAWAMKEAG","ME",45.51,-68.35,318,553,7638818
"1001",4256,"MECHANIC FALLS","ME",44.11,-70.39,1366,2470,44944029
"1003",4551,"BREMEN","ME",44,-69.42,349,604,7288001
"1004",4460,"MEDWAY","ME",45.6,-68.53,613,1135,17583995
"1005",4257,"MEXICO","ME",44.56,-70.54,1121,1891,30350612
"1006",4658,"MILBRIDGE","ME",44.52,-67.88,644,1100,11865095
"1007",4461,"MILFORD","ME",44.94,-68.64,1504,2575,48406393
"1008",4462,"MILLINOCKET","ME",45.65,-68.69,2251,3895,62088210
"1009",4463,"MILO","ME",45.25,-68.98,1146,2019,27029236
"1010",4258,"MINOT","ME",44.08,-70.32,1236,2325,56827496
"1012",4259,"MONMOUTH","ME",44.23,-70.01,1488,2764,54751262
"1013",4951,"MONROE","ME",44.61,-69.01,412,697,10641413
"1014",4464,"MONSON","ME",45.28,-69.5,306,524,6471980
"1015",4760,"MONTICELLO","ME",46.3,-67.84,344,624,8800022
"1016",4054,"MOODY","ME",43.3,-70.59,375,596,8866187
"1017",4952,"MORRILL","ME",44.44,-69.14,813,1473,23572826
"1018",4660,"MOUNT DESERT","ME",44.31,-68.36,801,1327,27313528
"1019",4352,"MOUNT VERNON","ME",44.5,-69.98,753,1307,25438393
"1020",4055,"NAPLES","ME",43.97,-70.6,1861,3239,60345222
"1021",4553,"NEWCASTLE","ME",44.03,-69.53,983,1700,27738958
"1023",4260,"NEW GLOUCESTER","ME",43.96,-70.28,2607,4743,112099826
"1024",4554,"NEW HARBOR","ME",43.85,-69.5,419,688,8662439
"1026",4953,"NEWPORT","ME",44.83,-69.26,1441,2465,41784346
"1028",4955,"NEW SHARON","ME",44.63,-70.01,640,1139,19822352
"1029",4762,"NEW SWEDEN","ME",46.94,-68.12,260,480,8322028
"1030",4956,"NEW VINEYARD","ME",44.8,-70.12,310,546,8730231
"1031",4555,"NOBLEBORO","ME",44.07,-69.48,857,1468,23928462
"1032",4957,"NORRIDGEWOCK","ME",44.71,-69.79,1804,3228,56371440
"1033",4958,"NORTH ANSON","ME",44.95,-69.94,753,1359,20159688
"1034",3906,"NORTH BERWICK","ME",43.3,-70.73,2322,4111,92528387
"1036",4662,"NORTHEAST HARBOR","ME",44.3,-68.36,297,466,9121621
"1037",4556,"EDGECOMB","ME",43.95,-69.63,634,1099,19028620
"1039",4265,"NORTH MONMOUTH","ME",44.27,-70.05,446,805,16113071
"1041",4961,"NEW PORTLAND","ME",45.01,-70.08,372,620,8824990
"1042",4664,"SULLIVAN","ME",44.53,-68.15,567,965,13248300
"1045",4061,"NORTH WATERBORO","ME",43.63,-70.73,1454,2715,57220683
"1047",4353,"WHITEFIELD","ME",44.17,-69.62,1082,1935,31039376
"1048",4062,"WINDHAM","ME",43.79,-70.4,8164,14364,335637208
"1050",4268,"NORWAY","ME",44.21,-70.55,2166,3720,63733898
"1051",4763,"OAKFIELD","ME",46.09,-68.15,356,639,8336446
"1052",4963,"OAKLAND","ME",44.55,-69.71,3419,6062,124662938
"1053",3907,"OGUNQUIT","ME",43.24,-70.59,920,1331,26662318
"1055",4064,"OLD ORCHARD BEACH","ME",43.52,-70.38,4578,6985,146139767
"1056",4468,"OLD TOWN","ME",44.95,-68.73,4037,6739,122279470
"1059",4472,"ORLAND","ME",44.57,-68.73,897,1530,24771154
"1061",4473,"ORONO","ME",44.88,-68.68,2513,3986,89043210
"1062",4474,"ORRINGTON","ME",44.73,-68.82,1815,3305,70033981
"1063",4066,"ORRS ISLAND","ME",43.77,-69.96,321,517,9293880
"1064",4854,"OWLS HEAD","ME",44.08,-69.05,786,1296,21306426
"1066",4270,"OXFORD","ME",44.14,-70.5,2696,4732,81434135
"1067",4354,"PALERMO","ME",44.4,-69.47,668,1214,20773807
"1068",4965,"PALMYRA","ME",44.84,-69.35,824,1479,22784735
"1071",4765,"PATTEN","ME",45.99,-68.44,549,987,12205150
"1072",4666,"PEMBROKE","ME",44.95,-67.16,518,938,12104476
"1073",4476,"PENOBSCOT","ME",44.46,-68.71,566,979,13790217
"1075",4667,"PERRY","ME",44.97,-67.07,589,1078,15333343
"1076",4966,"PHILLIPS","ME",44.82,-70.34,707,1247,18102034
"1077",4562,"PHIPPSBURG","ME",43.82,-69.81,1024,1772,32890157
"1078",4967,"PITTSFIELD","ME",44.77,-69.38,1874,3306,59644780
"1079",4969,"PLYMOUTH","ME",44.76,-69.21,572,1021,17249330
"1080",4274,"POLAND","ME",44.06,-70.39,2374,4297,95752807
"1083",4068,"PORTER","ME",43.79,-70.93,527,930,15082163
"1084",4101,"PORTLAND","ME",43.66,-70.25,7873,10260,218139233
"1085",4102,"PORTLAND","ME",43.66,-70.25,8593,12801,314418286
"1086",4103,"PORTLAND","ME",43.66,-70.25,15466,24317,578389896
"1087",4104,"PORTLAND","ME",43.66,-70.25,1231,1758,35460388
"1088",4105,"FALMOUTH","ME",43.72,-70.24,5517,9991,395455849
"1089",4106,"SOUTH PORTLAND","ME",43.63,-70.28,12850,20593,475989261
"1090",4107,"CAPE ELIZABETH","ME",43.56,-70.2,4610,8393,318066071
"1091",4108,"PEAKS ISLAND","ME",43.66,-70.18,463,759,13640514
"1093",4110,"CUMBERLAND FORESIDE","ME",43.75,-70.2,702,1257,57180261
"1094",4112,"PORTLAND","ME",43.66,-70.25,592,826,18964841
"1099",4069,"POWNAL","ME",43.89,-70.18,725,1289,30536221
"1100",4769,"PRESQUE ISLE","ME",46.68,-67.98,4645,7779,140950065
"1102",4668,"PRINCETON","ME",45.22,-67.57,630,1151,15611532
"1104",4970,"RANGELEY","ME",44.96,-70.64,788,1328,18349382
"1105",4071,"RAYMOND","ME",43.9,-70.47,2456,4331,101835262
"1106",4355,"READFIELD","ME",44.38,-69.96,1237,2235,48080336
"1107",4357,"RICHMOND","ME",44.08,-69.79,1595,2834,53011853
"1109",4841,"ROCKLAND","ME",44.12,-69.13,3684,5832,92265639
"1111",4856,"ROCKPORT","ME",44.18,-69.07,1671,2928,61535348
"1113",4564,"ROUND POND","ME",43.91,-69.46,258,422,6832644
"1115",4276,"RUMFORD","ME",44.54,-70.56,2491,4235,71251315
"1116",4280,"SABATTUS","ME",44.11,-70.1,3227,5668,110498054
"1117",4072,"SACO","ME",43.53,-70.45,9399,15839,359945739
"1118",4772,"SAINT AGATHA","ME",47.24,-68.31,366,639,9966612
"1119",4971,"SAINT ALBANS","ME",44.91,-69.41,796,1444,21820976
"1120",4773,"SAINT DAVID","ME",47.31,-68.22,328,581,8533570
"1121",4774,"SAINT FRANCIS","ME",47.17,-68.89,306,519,6921601
"1124",4073,"SANFORD","ME",43.44,-70.78,7778,13098,246907434
"1125",4479,"SANGERVILLE","ME",45.16,-69.35,559,999,13883317
"1126",4070,"SCARBOROUGH","ME",43.59,-70.33,771,1150,28178969
"1127",4074,"SCARBOROUGH","ME",43.59,-70.33,8902,15910,465173618
"1130",4973,"SEARSMONT","ME",44.36,-69.19,646,1125,19046627
"1131",4974,"SEARSPORT","ME",44.46,-68.91,1295,2180,35289237
"1134",4676,"SEDGWICK","ME",44.3,-68.61,481,833,9817540
"1135",4076,"SHAPLEIGH","ME",43.54,-70.84,1249,2175,41203956
"1138",4776,"SHERMAN","ME",45.81,-68.31,404,719,8656655
"1141",4976,"SKOWHEGAN","ME",44.77,-69.71,4356,7550,135684772
"1142",4978,"SMITHFIELD","ME",44.63,-69.8,476,849,15776382
"1143",4780,"SMYRNA MILLS","ME",46.12,-68.16,302,573,6894049
"1144",4781,"WALLAGRASS","ME",47.15,-68.57,257,451,6867283
"1145",4979,"SOLON","ME",44.94,-69.85,453,781,11305400
"1147",3908,"SOUTH BERWICK","ME",43.23,-70.81,3464,6298,153757892
"1149",4077,"SOUTH CASCO","ME",43.87,-70.51,284,477,8516217
"1150",4358,"SOUTH CHINA","ME",44.39,-69.58,1879,3382,66979049
"1152",4078,"SOUTH FREEPORT","ME",43.86,-70.1,309,539,20133467
"1153",4359,"SOUTH GARDINER","ME",44.17,-69.78,265,453,8585727
"1154",4079,"HARPSWELL","ME",43.8,-69.98,2020,3440,72073742
"1155",4281,"SOUTH PARIS","ME",44.21,-70.51,2174,3737,62067583
"1156",4858,"SOUTH THOMASTON","ME",44.05,-69.12,713,1256,18363171
"1157",4679,"SOUTHWEST HARBOR","ME",44.27,-68.33,1058,1735,29839234
"1158",4487,"SPRINGFIELD","ME",45.39,-68.13,350,628,7111599
